Place_ID,Nombre,Tipo_Principal,Todos_Tipos,Dirección,Rating,Total_Ratings,Abierto_Ahora,Horarios,Teléfono,Sitio_Web,Latitud,Longitud
ChIJARsKlZ-R05ERauqH8hapijA,LA CASA DEL MAITO.,restaurant,"restaurant, food, point_of_interest, establishment","Pastaza 527, Baños de Agua Santa, Ecuador",5.0,3,,No disponible,,,-1.3951248,-78.425679
ChIJnzc2shGR05ERFZHMNqb8-aQ,Papa Rock,restaurant,"restaurant, food, point_of_interest, establishment","Oriente, Baños de Agua Santa 180250, Ecuador",4.8,80,False,Monday: Closed; Tuesday: 6:00 – 11:00 PM; Wednesday: 6:00 – 11:00 PM; Thursday: 6:00 – 11:00 PM; Friday: 6:00 – 11:00 PM; Saturday: 6:00 – 11:00 PM; Sunday: 6:00 – 11:00 PM,098 713 7420,,-1.3967072,-78.4264531
ChIJT6IfbhiR05ER_nd3RhA7Bgg,Sabor Esmeraldeño,restaurant,"restaurant, food, point_of_interest, establishment","JH3F+XV9, Av. Amazonas, Baños de Agua Santa, Ecuador",4.0,3,True,Monday: 8:00 AM – 5:20 PM; Tuesday: 8:00 AM – 5:20 PM; Wednesday: 8:00 AM – 5:20 PM; Thursday: 8:00 AM – 5:20 PM; Friday: 8:00 AM – 5:20 PM; Saturday: 8:00 AM – 5:20 PM; Sunday: 8:00 AM – 5:20 PM,098 316 2348,,-1.3950753,-78.42525979999999
ChIJPZEtYR-R05ERFM_AfdDqDtk,Tradicionales tortillas de Maiz asadas en piedra,restaurant,"restaurant, food, point_of_interest, establishment","C. Juan Leon Mera 1588, Baños de Agua Santa, Ecuador",4.4,7,True,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 6:00 AM – 8:00 PM,098 477 8514,https://www.facebook.com/Tortillas-de-Piedra-105212704497267,-1.3965986,-78.425995
ChIJl5yO7AWR05ERkRnQVIIQ5As,TRADI BAÑOS,restaurant,"restaurant, food, point_of_interest, establishment","Pastaza 527, Baños de Agua Santa, Ecuador",3.0,2,True,Monday: 6:00 AM – 4:00 PM; Tuesday: 6:00 AM – 4:00 PM; Wednesday: 6:00 AM – 4:00 PM; Thursday: 6:00 AM – 4:00 PM; Friday: 6:00 AM – 4:00 PM; Saturday: 6:00 AM – 4:00 PM; Sunday: 6:00 AM – 4:00 PM,098 578 9291,,-1.3957735,-78.4252303
ChIJvw1Pk1qR05ERt47f8xtZMfg,Hostal Apakilla,lodging,"lodging, point_of_interest, establishment","Eloy Alfaro, Baños de Agua Santa 180250, Ecuador",4.6,9,,No disponible,098 528 7630,,-1.398576,-78.4221925
ChIJtcTE7iGR05ERwe13vWDZ6qg,VIP Chicken,restaurant,"restaurant, food, point_of_interest, establishment","JH3F+JXH, Banos, Ecuador",,0,,No disponible,098 789 2892,https://www.facebook.com/VIP-Chicken-390306431092953,-1.3959283,-78.42500249999999
ChIJTwrXsyaR05ER7QJrLNmkGNk,Swiss Bistro Baños,restaurant,"restaurant, food, point_of_interest, establishment","Jardines Hotel Alisamay, Oriente, Baños de Agua Santa 180250, Ecuador",4.4,769,True,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 11:00 PM,099 400 4019,http://www.swiss-bistro.com/,-1.3966516,-78.42563729999999
ChIJG_hZWB-R05ERQBZ1f4bmNuo,Taco's R.M,restaurant,"restaurant, food, point_of_interest, establishment","Banos, Ecuador",,0,,No disponible,,,-1.395082,-78.4248992
ChIJzzwhPc-R05ERljkLc_B8Q0c,Sher E Punjab Rincon de la India,restaurant,"meal_takeaway, restaurant, food, point_of_interest, establishment","Calle Eugenio Espejo y, Pastaza, Baños de Agua Santa 180250, Ecuador",4.8,459,False,Monday: 12:00 – 10:00 PM; Tuesday: 5:00 – 10:00 PM; Wednesday: 12:00 – 10:00 PM; Thursday: 12:00 – 10:00 PM; Friday: 12:00 – 10:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 10:00 PM,095 888 8698,http://sherepunjabec.com/,-1.3960448,-78.4250407
ChIJ5eTgdFOR05ERU_4lCZakjjI,Restaurante Kamelot,restaurant,"restaurant, food, point_of_interest, establishment","Óscar Efrén Reyes, Baños de Agua Santa, Ecuador",3.8,4,True,Monday: 7:30 AM – 3:30 PM; Tuesday: 7:30 AM – 3:30 PM; Wednesday: 7:30 AM – 3:30 PM; Thursday: 7:30 AM – 3:30 AM; Friday: 7:00 AM – 3:30 PM; Saturday: 7:00 AM – 3:30 PM; Sunday: 7:00 AM – 3:30 PM,099 366 7297,,-1.3956552,-78.4247186
ChIJHYdz-yGR05ERLZZfn4Tu3TU,SWEET&GRILL,restaurant,"restaurant, food, point_of_interest, establishment","JH3G+Q4X, Óscar Efrén Reyes, Baños de Agua Santa, Ecuador",3.2,13,True,Monday: 7:00 AM – 1:00 AM; Tuesday: 7:00 AM – 1:00 AM; Wednesday: 7:00 AM – 1:00 AM; Thursday: 7:00 AM – 1:00 AM; Friday: 7:00 AM – 1:00 AM; Saturday: 7:00 AM – 1:00 AM; Sunday: 7:00 AM – 1:00 AM,(03) 274-3395,,-1.3955011,-78.4246553
ChIJn8ravSGR05ERhLN9ttPW-qk,Lizburguer,restaurant,"restaurant, food, point_of_interest, establishment","Oriente &, Baños de Agua Santa, Ecuador",4.3,90,True,"Monday: 12:00 – 10:00 AM, 12:00 PM – 12:00 AM; Tuesday: 12:00 – 10:00 AM, 12:00 PM – 12:00 AM; Wednesday: 12:00 – 10:00 AM, 12:00 PM – 12:00 AM; Thursday: 12:00 – 10:00 AM, 12:00 PM – 12:00 AM; Friday: 12:00 – 10:00 AM, 12:00 PM – 12:00 AM; Saturday: 12:00 – 10:00 AM, 12:00 PM – 12:00 AM; Sunday: 12:00 – 10:00 AM, 12:00 PM – 12:00 AM",(03) 274-1902,,-1.3967097,-78.4255819
ChIJf6PE0eiR05ERbriRovAPsVs,Chifa yan,restaurant,"restaurant, food, point_of_interest, establishment","Calle Eugenio Espejo, y, Baños de Agua Santa, Ecuador",3.9,21,True,Monday: 11:00 AM – 10:45 PM; Tuesday: 11:00 AM – 10:45 PM; Wednesday: 11:00 AM – 10:45 PM; Thursday: 11:00 AM – 10:45 PM; Friday: 11:00 AM – 10:45 PM; Saturday: 11:00 AM – 10:45 PM; Sunday: 11:00 AM – 10:45 PM,098 780 0513,,-1.3960317,-78.4247123
ChIJq4C7IXGR05ERaPC8zgmzYxk,MAMA FANNY RESTAURANTE,restaurant,"restaurant, food, point_of_interest, establishment","Plazoleta del puente san Francisco, Baños de Agua Santa, Ecuador",4.0,28,True,Monday: 9:00 AM – 12:00 AM; Tuesday: 9:00 AM – 12:00 AM; Wednesday: 9:00 AM – 12:00 AM; Thursday: 9:00 AM – 12:00 AM; Friday: 9:00 AM – 12:00 AM; Saturday: 9:00 AM – 12:00 AM; Sunday: 9:00 AM – 12:00 AM,098 769 2825,https://www.facebook.com/TAYTA-HUMA-103082554942066/,-1.3939174,-78.4246276
ChIJ_Qbp8CGR05EROIUJP3Cyo80,Super Bar Mario Bross,restaurant,"restaurant, food, point_of_interest, establishment","JH3G+J6W, 16 de Diciembre, Baños de Agua Santa, Ecuador",5.0,1,,No disponible,,,-1.3958815,-78.4244176
ChIJzbHkSCWR05ERJm25NmEFc5U,Elvita Restaurant,restaurant,"restaurant, food, point_of_interest, establishment","Eugenio Espejo 1706, Baños de Agua Santa, Ecuador",3.9,16,True,Monday: 1:00 – 8:00 PM; Tuesday: 1:00 – 8:00 PM; Wednesday: 1:00 – 8:00 PM; Thursday: 12:00 – 9:00 PM; Friday: 12:00 – 9:00 PM; Saturday: 12:00 – 9:00 PM; Sunday: 1:00 – 8:00 PM,098 735 8721,,-1.396065,-78.42449309999999
ChIJR35aCq2R05ERi3RrO9biUQI,Cafetería de la Eugenio,cafe,"cafe, store, food, point_of_interest, establishment","Tungurahua, Baños de Agua Santa 180301, Ecuador",5.0,2,False,Monday: 5:00 – 9:00 PM; Tuesday: 5:00 – 9:00 PM; Wednesday: Closed; Thursday: 5:00 – 9:00 PM; Friday: 5:00 – 9:00 PM; Saturday: 8:00 AM – 12:00 PM; Sunday: 8:00 AM – 12:00 PM,097 905 5507,,-1.3959036,-78.42506829999999
ChIJ0ftZRwCR05ERVTquzIcu5As,Baños,cafe,"cafe, store, food, point_of_interest, establishment","JH3G+W57, Banos, Ecuador",,0,,No disponible,,,-1.3952057,-78.4245868
ChIJ0yL4MgCR05ERANzTE_DWRgQ,Green Coffee,cafe,"cafe, store, food, point_of_interest, establishment","JH3F+9WM, Banos, Ecuador",,0,,No disponible,,,-1.3965397,-78.4252053
ChIJOaYIXACR05ERSJ_I-2fvuIk,Laberinto,tourist_attraction,"tourist_attraction, point_of_interest, establishment","JH3G+W57, Banos, Ecuador",,0,,No disponible,,,-1.3952057,-78.4245868
ChIJUwBI8LWR05ER50aNNByRw4M,Antiguo puente colgante,tourist_attraction,"tourist_attraction, point_of_interest, establishment","E30 8, Baños de Agua Santa, Ecuador",4.0,3,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,,-1.3938384,-78.4246162
ChIJrzHbpSOR05ERJBskk88mHUM,Hostal Las Vegas,lodging,"lodging, point_of_interest, establishment","Vicente Rocafuerte Edificio colo blanco de 3 pisos, Baños de Agua Santa 593032, Ecuador",3.0,1,,No disponible,098 132 5101,,-1.398171,-78.42165159999999
ChIJLR8iY6SR05ERExzOcKfRquE,Melcocha,restaurant,"restaurant, food, point_of_interest, establishment","Vía a Baños 12, Baños de Agua Santa, Ecuador",5.0,2,True,Monday: 12:00 – 9:30 PM; Tuesday: 12:00 – 9:30 PM; Wednesday: 12:00 – 9:30 PM; Thursday: 12:00 – 9:30 PM; Friday: 12:00 – 9:30 PM; Saturday: 12:00 – 9:30 PM; Sunday: 12:00 – 9:30 PM,098 794 5265,,-1.3950342,-78.4238519
ChIJo7q1pyiR05ERVfS_jcmT8II,Pizzeria Rustika,restaurant,"restaurant, food, point_of_interest, establishment","JH3G+F53, Banos, Ecuador",5.0,3,False,Monday: 5:00 PM – 12:00 AM; Tuesday: 5:00 PM – 12:00 AM; Wednesday: 5:00 PM – 12:00 AM; Thursday: 5:00 PM – 12:00 AM; Friday: 5:00 PM – 12:00 AM; Saturday: 5:00 PM – 12:00 AM; Sunday: 5:00 PM – 12:00 AM,,,-1.3963667,-78.4245775
ChIJuQ53qDWR05ERyK-N8MlavIA,100% CHONERO,restaurant,"restaurant, food, point_of_interest, establishment","Pedro Vicente Maldonado, y, Baños de Agua Santa, Ecuador",4.0,14,True,Monday: 6:30 AM – 9:00 PM; Tuesday: 6:30 AM – 9:00 PM; Wednesday: Closed; Thursday: 6:30 AM – 9:00 PM; Friday: 6:30 AM – 10:00 PM; Saturday: 6:30 AM – 11:00 PM; Sunday: 6:30 AM – 11:00 PM,099 711 4007,https://www.facebook.com/CHONEROUNICO/?ref=page_internal,-1.3954042,-78.4238297
ChIJ-fBO81mR05ERYsShRqIQDls,+Cinco ocho fast food,restaurant,"restaurant, food, point_of_interest, establishment","Pedro Vicente Maldonado, Baños de Agua Santa, Ecuador",5.0,21,False,Monday: 4:30 – 11:45 PM; Tuesday: 4:30 – 11:45 PM; Wednesday: 4:30 – 11:45 PM; Thursday: 4:30 – 11:45 PM; Friday: 4:30 – 11:45 PM; Saturday: 3:30 PM – 12:00 AM; Sunday: 3:30 – 11:45 PM,096 402 4409,https://www.facebook.com/profile.php?id=100063545712540&mibextid=ZbWKwL,-1.3960258,-78.4241231
ChIJS2S_qxiR05ERWokxRTmJin8,Restaurant Carmita,restaurant,"restaurant, food, point_of_interest, establishment","JH4G+2F5, Banos, Ecuador",3.3,3,True,Monday: 12:00 – 9:30 PM; Tuesday: 12:00 – 9:30 PM; Wednesday: 12:00 – 9:30 PM; Thursday: 12:00 – 9:30 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 9:30 PM,099 456 5075,,-1.3949756,-78.42376829999999
ChIJC33zxeKR05ERD50XlIFHVVg,El Tejar Restaurant,restaurant,"restaurant, food, point_of_interest, establishment","JH3G+QF8, Banos, Ecuador",3.5,8,False,Monday: 7:00 AM – 5:00 PM; Tuesday: Closed; Wednesday: 7:00 AM – 5:00 PM; Thursday: 7:00 AM – 5:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 7:00 AM – 11:00 PM; Sunday: 7:00 AM – 11:00 PM,098 093 9673,,-1.3954941,-78.4238232
ChIJI0qlOQCR05ERK_0b-nkvsfU,Grill house 3,restaurant,"restaurant, food, point_of_interest, establishment","JH4G+2F5, Banos, Ecuador",,0,,No disponible,,,-1.3950108,-78.4237359
ChIJ46BtHSKR05ERTiiRgOZdW0s,encebollados el popular,restaurant,"restaurant, food, point_of_interest, establishment","Eugenio Espejo 15, Baños de Agua Santa, Ecuador",4.0,1,True,Monday: 7:00 AM – 4:00 PM; Tuesday: 7:00 AM – 4:00 PM; Wednesday: 7:00 AM – 4:00 PM; Thursday: 7:00 AM – 4:00 PM; Friday: 7:00 AM – 4:00 PM; Saturday: 7:00 AM – 4:00 PM; Sunday: 7:00 AM – 4:00 PM,,,-1.3958831,-78.4239557
ChIJyw6AqRiR05ERW_xH2deYlHo,Restaurante La Sazón Baneña,restaurant,"restaurant, food, point_of_interest, establishment","Banos, Ecuador",4.0,1,,No disponible,,,-1.3950081,-78.42368379999999
ChIJNdLrwwqR05ERaf8IZ7YbL3k,Don Pepito,restaurant,"meal_delivery, restaurant, food, point_of_interest, establishment","Oriente, Baños de Agua Santa 180250, Ecuador",4.9,96,True,Monday: 8:00 AM – 9:00 PM; Tuesday: 8:00 AM – 9:00 PM; Wednesday: 8:00 AM – 9:00 PM; Thursday: 8:00 AM – 9:00 PM; Friday: 8:00 AM – 9:00 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 9:00 PM,098 877 4006,,-1.3966935,-78.4247146
ChIJdQqS8rGR05ER0UP5w-CQbvQ,Venezuelan Food,restaurant,"restaurant, food, point_of_interest, establishment","Oriente 1332, Baños de Agua Santa, Ecuador",5.0,1,,No disponible,,,-1.3966682,-78.4241261
ChIJWciMMzqR05ER5p4VRuLu1jc,De Costa y Sierra,cafe,"cafe, food, point_of_interest, store, establishment","931803, Baños de Agua Santa, Ecuador",4.8,8,False,"Monday: 4:30 – 10:30 PM; Tuesday: 4:30 – 10:30 PM; Wednesday: 4:30 – 10:30 PM; Thursday: 4:30 – 10:30 PM; Friday: 4:30 – 10:30 PM; Saturday: 7:30 AM – 12:00 PM, 4:30 – 10:30 PM; Sunday: 7:30 AM – 12:00 PM, 4:30 – 10:30 PM",096 270 0513,,-1.3970366,-78.4251292
ChIJneoQD3OR05ERDBKZn1qyMXg,Ruairí's Lookout,tourist_attraction,"tourist_attraction, point_of_interest, establishment","Vía a Baños 12, Baños de Agua Santa, Ecuador",4.0,6,,No disponible,,,-1.3948593,-78.42404619999999
ChIJg6KTDCOR05ERy31shtc-_6Y,Plantas y Blanco Hostel,lodging,"lodging, point_of_interest, establishment","y 12 de Noviembre, Luis A. Martínez, Baños de Agua Santa, Ecuador",4.2,220,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,(03) 274-0044,,-1.3986827,-78.42068880000001
ChIJHTyqdWyR05ERHTRdGOF8Leg,Postres de la More,cafe,"cafe, store, food, point_of_interest, establishment","Pedro Vicente Maldonado &, Baños de Agua Santa, Ecuador",5.0,2,,No disponible,099 808 2744,,-1.3968194,-78.42380949999999
ChIJ48XiJiKR05ERDalhErm3ohs,La Casa del Bolón Comida Típica,cafe,"cafe, restaurant, food, point_of_interest, establishment","Oriente, Baños de Agua Santa 180250, Ecuador",4.7,428,True,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 8:00 PM; Saturday: 7:00 AM – 8:00 PM; Sunday: 7:00 AM – 2:00 PM,099 919 9189,,-1.3968481,-78.423868
ChIJvZElbwCR05EREtjla6gFV04,Lugar favorito,park,"park, point_of_interest, establishment","JH3G+W57, Banos, Ecuador",,0,,No disponible,,,-1.3952057,-78.4245868
ChIJD8gUbdKR05ERrTyZx4_WUIk,Balançoire,park,"park, point_of_interest, establishment","Eugenio Espejo 15, Baños de Agua Santa, Ecuador",,0,,No disponible,,,-1.3958212,-78.4240397
ChIJCX-IICKR05ERwuq70nQR5nQ,Baños Agua Santa Turismo,park,"park, point_of_interest, establishment","Banos, Ecuador",4.8,790,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,099 580 6527,,-1.3965258,-78.4239879
ChIJ0_HNUZCR05ERp3At_4IVWUk,Aki a lo criollo,cafe,"cafe, store, food, point_of_interest, establishment","16 de Diciembre &, Baños de Agua Santa, Ecuador",5.0,1,,No disponible,,,-1.3969096,-78.4216621
ChIJH6rhT7eR05EREKO6o-LN_-s,La hueca de los bolones,cafe,"cafe, food, point_of_interest, store, establishment","16 de Diciembre &, Baños de Agua Santa, Ecuador",1.1,8,True,Monday: 7:01 AM – 10:00 PM; Tuesday: 7:01 AM – 10:00 PM; Wednesday: 7:01 AM – 10:00 PM; Thursday: 7:01 AM – 10:00 PM; Friday: 7:01 AM – 10:00 PM; Saturday: 7:01 AM – 10:00 PM; Sunday: 7:01 AM – 10:00 PM,,,-1.3971103,-78.42121809999999
ChIJecE0PG6R05ER3CfCJDCF6mc,Sinestesia House,park,"campground, park, bar, lodging, restaurant, food, point_of_interest, establishment","EC180250, Baños de Agua Santa 180250, Ecuador",4.8,31,False,Monday: Closed; Tuesday: Closed; Wednesday: 12:00 PM – 12:00 AM; Thursday: 12:00 PM – 12:00 AM; Friday: 12:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 PM – 12:00 AM,098 961 3179,https://www.booking.com/hotel/ec/sinestesia-house-banos-de-agua-santa2.es.html?aid=304142&label=gen173bo-1FCAsoQUIlc2luZXN0ZXNpYS1ob3VzZS1iYW5vcy1kZS1hZ3VhLXNhbnRhMkgKWANoQYgBAZgBCrgBB8gBDNgBAegBAfgBA4gCAZgCAqgCA7gCspDXsQbAAgHSAiQ0OTcxNWZhNi1lM2NlLTRkNDktODYwNC01ZjcyOGRhOWVhNjLYAgXgAgE&sid=b7d11e5bf42d0fc7ac60eb07823363f4&all_sr_blocks=1195201601_391809334_6_1_0;checkin=2024-05-25;checkout=2024-05-26;dest_id=-924649;dest_type=city;dist=0;group_adults=6;group_children=0;hapos=1;highlighted_blocks=1195201601_391809334_6_1_0;hpos=1;matching_block_id=1195201601_391809334_6_1_0;no_rooms=1;req_adults=6;req_children=0;room1=A%2CA%2CA%2CA%2CA%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=1195201601_391809334_6_1_0__11000;srepoch=1714800894;srpvid=308526f8c507007a;type=total;ucfs=1&#hotelTmpl,-1.3992535,-78.4144242
ChIJ9Q2qhoGR05ERoXar6THbcqg,Eljusei House,lodging,"lodging, point_of_interest, establishment","JH4Q+C6V, Vía a Baños, Baños de Agua Santa, Ecuador",,0,,No disponible,099 891 5405,,-1.39389,-78.41195309999999
ChIJZRO02G6R05ERzcenmaBewho,Casa Vacacional Luz del Amanecer,lodging,"lodging, point_of_interest, establishment","Banos, Ecuador",5.0,1,,No disponible,099 570 6960,http://airbnb.com/h/luzdelamanecer,-1.3936581,-78.4119961
ChIJZe6WpkWR05ERwjuQ6oHLeEM,Dulces Sueños Pestañitas,lodging,"lodging, point_of_interest, establishment","Barrio Cosmopolita, Zoila Montoya, Baños de Agua Santa 180250, Ecuador",5.0,1,,No disponible,,https://www.airbnb.com.ec/users/show/564360361,-1.3962832,-78.4337674
ChIJb5yOBiWR05ERXoGiBme0mmM,EcoWarrior-Digital,park,"park, point_of_interest, establishment","Banos 180301, Ecuador",,0,,No disponible,095 942 5623,,-1.3928344,-78.42687579999999
ChIJO15NcXaR05ERzksFDzvgkO0,Rocket Energy GinTonic,park,"park, point_of_interest, establishment","Oriente 252, Baños de Agua Santa, Ecuador",,0,,No disponible,,,-1.3922514,-78.4174785
ChIJvWYr5OqR05ERbEEwQn2-2JI,MV Departments Baños de Agua Santa,lodging,"lodging, point_of_interest, establishment","CELIANO ROMO, Sta. Maria, 180301, Ecuador",,0,,No disponible,096 748 6853,,-1.3930748,-78.4118132
ChIJu1_mCBuR05ERlLVSpyoSk3I,Brisa Garden,lodging,"lodging, point_of_interest, establishment","Jorge Cobo Vallestero Calle junto al puente del Río, Via Baños, Baños de Agua Santa 180301, Ecuador",,0,,No disponible,096 908 0130,https://sites.google.com/view/brisagarden/home,-1.3938925,-78.42759790000001
ChIJ1TP5XNSR05ERllk4vQMai60,Casa Luna,lodging,"lodging, point_of_interest, establishment","Tomas Vargas, Baños de Agua Santa, Ecuador",,0,,No disponible,097 898 3412,,-1.3941347,-78.4289
ChIJ-ZRQSQiR05ER9ac_dyXW7WM,Alojamiento Vista al Volcán,lodging,"lodging, point_of_interest, establishment","180250, Baños de Agua Santa 180250, Ecuador",4.8,10,,No disponible,099 167 1493,,-1.3939462,-78.4299193
ChIJfe7DMyKR05ERAKXSFbaH2Ss,Casa del Balcon,lodging,"lodging, point_of_interest, establishment","Thomas Halflants 6-30, Baños de Agua Santa 180301, Ecuador",4.7,73,True,Monday: 7:00 AM – 9:00 PM; Tuesday: 7:00 AM – 9:00 PM; Wednesday: 7:00 AM – 9:00 PM; Thursday: 7:00 AM – 9:00 PM; Friday: 7:00 AM – 9:00 PM; Saturday: 7:00 AM – 9:00 PM; Sunday: 7:00 AM – 9:00 PM,098 366 6652,http://casadelbalcon.com/,-1.3974362,-78.4231588
ChIJZ0d1XQCR05ER_lDIjot4IY0,Hospedaje de Marce,lodging,"lodging, point_of_interest, establishment","JH4Q+W8C, Sta. Maria, Ecuador",,0,,No disponible,,,-1.3926948,-78.4117356
ChIJkSm3hKGR05ERcZ2CLQVnVYY,Cancha de futbol y basket. El Recreo,park,"park, point_of_interest, establishment","JH5J+VQ7, Banos, Ecuador",5.0,1,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,,-1.3903492,-78.41808569999999
ChIJd1S8b8yR05ERVcNsQYjwc1w,Casa vacacional Franchesca,lodging,"lodging, point_of_interest, establishment","180250, Baños de Agua Santa 180250, Ecuador",5.0,5,,No disponible,099 643 0582,,-1.3921152,-78.4117369
ChIJNUIt2eOR05ERweggBL1ppbg,Ruta de los Miradores,park,"park, point_of_interest, establishment","JH5G+R9J, Banos, Ecuador",5.0,2,,No disponible,,,-1.3895903,-78.42406
ChIJZcETjg2R05ERlqZFx1vP8lU,Grace ́s Hospedaje,lodging,"lodging, point_of_interest, establishment","180301, Baños de Agua Santa 180301, Ecuador",,0,,No disponible,098 757 6340,https://www.facebook.com/profile.php?id=100088166784140&mibextid=ZbWKwL,-1.3876942,-78.4192346
ChIJs2IdXl2R05ERGyNL0CXEA1U,HOTEL BANOS ECUADOR - AMAZING HOME,lodging,"lodging, point_of_interest, establishment","De las Margaritas, Homero &, Baños de Agua Santa 180250, Ecuador",,0,,No disponible,098 523 8214,,-1.3877568,-78.4181468
ChIJKwb0SgCR05ERqGeq1Y6FCz4,Shannon 360 Hotel Baños Ecuador,lodging,"lodging, point_of_interest, establishment","De las Margaritas, Baños de Agua Santa, Ecuador",4.7,18,,No disponible,099 062 7639,http://www.shannon360hotel.com/,-1.3874992,-78.41892790000001
ChIJ1ZdJr2eR05ERAIh6ZO67mQ8,Villas Bossano - Mandorla,lodging,"lodging, point_of_interest, establishment","De las Margaritas, Baños de Agua Santa 180250, Ecuador",4.8,5,,No disponible,095 880 2950,https://www.villasbossano.com/,-1.3874787,-78.4187039
ChIJkeXvErKR05ERQVBHlT407-A,Villas Bossano - Veleta,lodging,"lodging, point_of_interest, establishment","De las Margaritas, Baños de Agua Santa 180250, Ecuador",5.0,3,,No disponible,095 880 2950,https://www.villasbossano.com/,-1.3874839,-78.4186027
ChIJP-deAACR05ERkvDt1qyQ0w8,Departamentos Merino,lodging,"lodging, point_of_interest, establishment","JH7J+2M2, Banos, Ecuador",,0,,No disponible,,,-1.3874858,-78.41835259999999
ChIJKRscA-CR05ERGAiQZ4uEDjg,Casa vacacional donde Noelia,lodging,"lodging, point_of_interest, establishment","Calle Teresa Alvarez, Baños de Agua Santa 180250, Ecuador",,0,,No disponible,098 893 3509,,-1.3971743,-78.4337827
ChIJqd_u6K-R05ER3vre2CvZ5Ng,Hotel Casa Santa Lucía,lodging,"travel_agency, lodging, point_of_interest, establishment","C. las Cantonizadoras, Baños de Agua Santa, Ecuador",4.9,274,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 744 8008,http://www.hotelsantaluciabanos.com/,-1.39558,-78.43002070000001
ChIJNyWXTEmR05ERyvVcHRE5GeM,Hotel Ciudad Volcán-Baños,lodging,"lodging, point_of_interest, establishment","Av. Amazonas, y, Baños de Agua Santa 180250, Ecuador",4.8,43,,No disponible,098 454 3532,https://sites.google.com/view/ciudad-volcan-banos/inicio,-1.3957708,-78.4300868
ChIJn5c_anKR05ERJTK3yurBogc,Haunted House Departamento Vacacional Baños de A gua Santa,lodging,"lodging, point_of_interest, establishment","LAS, Baños de Agua Santa 180250, Ecuador",,0,,No disponible,098 340 5290,https://www.facebook.com/hauntedhousebanios/,-1.3953644,-78.4297515
ChIJ-dQ1CyCR05ERzx-QRRAbE6A,Hostel Tungurahua,lodging,"lodging, point_of_interest, establishment","Avenida Amazonas y Vargas, Barrio Inés Maria, Baños de Agua Santa 180250, Ecuador",4.0,363,True,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,098 795 9718,,-1.3963738,-78.42951920000002
ChIJ68v5i9-Q05ERyc_Yk9qeCjs,Fuentes del Volcán,lodging,"lodging, point_of_interest, establishment","Avenida de las Amazonas El Salado, JH39+8XF, Baños de Agua Santa 180301, Ecuador",4.3,15,,No disponible,099 613 8624,,-1.3966868,-78.4300923
ChIJAfKTaMeR05ERO15BNwZnKNI,Sub estacion barrio ines maria,lodging,"lodging, point_of_interest, establishment","Banos, Ecuador",3.0,1,True,Monday: 7:30 AM – 11:30 PM; Tuesday: 7:30 AM – 11:30 PM; Wednesday: 7:30 AM – 11:30 PM; Thursday: 7:30 AM – 11:30 PM; Friday: 7:30 AM – 11:30 PM; Saturday: 7:30 AM – 11:30 PM; Sunday: 7:30 AM – 11:30 PM,,,-1.3952706,-78.4293959
